symbol,price
POWRBTC,0.00000094
POWRETH,0.00002760
ARKBTC,0.00001679
ARKETH,0.00000000
YOYOETH,0.00000000
XRPBTC,0.00001968
XRPETH,0.00064090
MODBTC,0.00000000
MODETH,0.00000000
ENJBTC,0.00000035
ENJETH,0.00006172
STORJBTC,0.00000143
STORJETH,0.00000000
BNBUSDT,591.82000000
VENBNB,0.00000000
YOYOBNB,0.00000000
POWRBNB,0.00000000
VENBTC,0.00000000
VENETH,0.00000000
KMDBTC,0.00000015
KMDETH,0.00000000
NULSBNB,0.00000000
RCNBTC,0.00000000
RCNETH,0.00000000
RCNBNB,0.00000000
NULSBTC,0.00000030
NULSETH,0.00000000
RDNBTC,0.00000000
RDNETH,0.00000000
RDNBNB,0.00000000
XMRBTC,0.00228700
XMRETH,0.04032000
DLTBNB,0.00000000
WTCBNB,0.00000000
DLTBTC,0.00000000
DLTETH,0.00000000
AMBBTC,0.00000010
AMBETH,0.00000000
AMBBNB,0.00000000
BCCETH,0.00000000
BCCUSDT,0.00000000
BCCBNB,0.00000000
BATBTC,0.00000145
BATETH,0.00010630
BATBNB,0.00000000
BCPTBTC,0.00000000
BCPTETH,0.00000000
BCPTBNB,0.00000000
ARNBTC,0.00000000
ARNETH,0.00000000
GVTBTC,0.00000000
GVTETH,0.00000000
CDTBTC,0.00000000
CDTETH,0.00000000
GXSBTC,0.00000000
GXSETH,0.00000000
NEOUSDT,2.73600000
NEOBNB,0.03836000
POEBTC,0.00000000
POEETH,0.00000000
QSPBTC,0.00000000
QSPETH,0.00000000
QSPBNB,0.00000000
BTSBTC,0.00000043
BTSETH,0.00000000
BTSBNB,0.00000000
XZCBTC,0.00000000
XZCETH,0.00000000
XZCBNB,0.00000000
LSKBTC,0.00000186
LSKETH,0.00033730
LSKBNB,0.00000000
TNTBTC,0.00000000
TNTETH,0.00000000
FUELBTC,0.00000000
FUELETH,0.00000000
MANABTC,0.00000147
MANAETH,0.00004950
BCDBTC,0.00000000
BCDETH,0.00000000
DGDBTC,0.00000000
DGDETH,0.00000000
IOTABNB,0.00071700
ADXBTC,0.00000102
ADXETH,0.00003007
ADXBNB,0.00000000
ADABTC,0.00000357
ADAETH,0.00011610
PPTBTC,0.00000000
PPTETH,0.00000000
CMTBTC,0.00000000
CMTETH,0.00000000
CMTBNB,0.00000000
XLMBTC,0.00000245
XLMETH,0.00007996
XLMBNB,0.00030360
CNDBTC,0.00000000
CNDETH,0.00000000
CNDBNB,0.00000000
LENDBTC,0.00000000
LENDETH,0.00000000
WABIBTC,0.00000030
WABIETH,0.00000000
WABIBNB,0.00000000
LTCETH,0.02549000
LTCUSDT,52.45000000
LTCBNB,0.08850000
TNBBTC,0.00000000
TNBETH,0.00000000
WAVESBTC,0.00001626
WAVESETH,0.00029800
WAVESBNB,0.00513000
GTOBTC,0.00000077
GTOETH,0.00000000
GTOBNB,0.00000000
ICXBTC,0.00000056
ICXETH,0.00011790
ICXBNB,0.00000000
OSTBTC,0.00000000
OSTETH,0.00000000
OSTBNB,0.00000000
ELFBTC,0.00000274
ELFETH,0.00014330
AIONBTC,0.00000139
AIONETH,0.00000000
AIONBNB,0.00000000
NEBLBTC,0.00001200
NEBLBNB,0.00000000
BRDBTC,0.00000000
BRDETH,0.00000000
BRDBNB,0.00000000
MCOBNB,0.00000000
EDOBTC,0.00000000
EDOETH,0.00000000
WINGSBTC,0.00000000
WINGSETH,0.00000000
NAVBTC,0.00000000
NAVETH,0.00000000
NAVBNB,0.00000000
LUNBTC,0.00000000
LUNETH,0.00000000
TRIGBTC,0.00000000
TRIGETH,0.00000000
TRIGBNB,0.00000000
APPCBTC,0.00000000
APPCETH,0.00000000
APPCBNB,0.00000000
VIBEBTC,0.00000000
VIBEETH,0.00000000
RLCBTC,0.00000553
RLCETH,0.00020420
RLCBNB,0.00000000
INSBTC,0.00000000
INSETH,0.00000000
PIVXBTC,0.00000147
PIVXBNB,0.00000000
IOSTBTC,0.00000010
IOSTETH,0.00000372
CHATBTC,0.00000000
CHATETH,0.00000000
STEEMBTC,0.00000087
STEEMETH,0.00002826
STEEMBNB,0.00000000
NANOBTC,0.00000000
NANOETH,0.00000000
NANOBNB,0.00000000
VIABTC,0.00000000
VIAETH,0.00000000
VIABNB,0.00000000
BLZBTC,0.00000060
BLZETH,0.00004159
BLZBNB,0.00000000
AEBTC,0.00000000
AEETH,0.00000000
AEBNB,0.00000000
RPXBTC,0.00000000
RPXETH,0.00000000
RPXBNB,0.00000000
NCASHBTC,0.00000000
NCASHETH,0.00000000
NCASHBNB,0.00000000
POABTC,0.00000000
POAETH,0.00000000
POABNB,0.00000000
ZILBTC,0.00000010
ZILETH,0.00000168
ZILBNB,0.00008858
ONTBTC,0.00000177
ONTETH,0.00012530
ONTBNB,0.00000000
STORMBTC,0.00000000
STORMETH,0.00000000
STORMBNB,0.00000000
QTUMBNB,0.00000000
QTUMUSDT,0.92300000
XEMBTC,0.00000192
XEMETH,0.00000000
XEMBNB,0.00000000
WANBTC,0.00000099
WANETH,0.00009270
WANBNB,0.00000000
WPRBTC,0.00000000
WPRETH,0.00000000
QLCBTC,0.00000021
QLCETH,0.00000000
SYSBTC,0.00000019
SYSETH,0.00000000
SYSBNB,0.00000000
QLCBNB,0.00000000
GRSBTC,0.00000000
GRSETH,0.00000000
ADAUSDT,0.23880000
ADABNB,0.00040300
CLOAKBTC,0.00000000
CLOAKETH,0.00000000
GNTBTC,0.00000000
GNTETH,0.00000000
GNTBNB,0.00000000
LOOMBTC,0.00000075
LOOMETH,0.00003231
LOOMBNB,0.00000000
XRPUSDT,1.31750000
BCNBTC,0.00000000
BCNETH,0.00000000
BCNBNB,0.00000000
REPBTC,0.00034130
REPBNB,0.00000000
BTCTUSD,67056.18000000
TUSDBTC,0.00000000
ETHTUSD,2053.45000000
TUSDETH,0.00000000
TUSDBNB,0.00000000
ZENBTC,0.00007982
ZENETH,0.00399100
ZENBNB,0.03290000
SKYCOINBTC,0.00000000
SKYCOINETH,0.00000000
SKYCOINBNB,0.00000000
EOSUSDT,0.77990000
EOSBNB,0.00258300
CVCBTC,0.00000566
CVCETH,0.00000000
CVCBNB,0.00000000
THETABTC,0.00000221
THETAETH,0.00050170
THETABNB,0.00273600
XRPBNB,0.00222480
TUSDUSDT,0.99820000
IOTAUSDT,0.05840000
XLMUSDT,0.16440000
IOTXBTC,0.00000009
IOTXETH,0.00000300
QKCBTC,0.00000010
QKCETH,0.00000430
AGIBTC,0.00000000
AGIETH,0.00000000
AGIBNB,0.00000000
NXSBTC,0.00000000
NXSETH,0.00000000
NXSBNB,0.00000000
ENJBNB,0.00136800
DATABTC,0.00000008
DATAETH,0.00002034
ONTUSDT,0.11829000
TRXBNB,0.00053350
TRXUSDT,0.31570000
ETCUSDT,7.99000000
ETCBNB,0.01416000
ICXUSDT,0.03500000
SCBTC,0.00000000
SCETH,0.00000049
NPXSBTC,0.00000000
NPXSETH,0.00000000
VENUSDT,0.00000000
KEYBTC,0.00000000
KEYETH,0.00000227
NASBTC,0.00000000
NASETH,0.00000000
NASBNB,0.00000000
MFTBTC,0.00000000
MFTETH,0.00000433
MFTBNB,0.00000000
DENTBTC,0.00000000
DENTETH,0.00000007
ARDRBTC,0.00000065
ARDRETH,0.00000000
ARDRBNB,0.00000000
NULSUSDT,0.02580000
HOTBTC,0.00000000
HOTETH,0.00000017
VETBTC,0.00000009
VETETH,0.00000344
VETUSDT,0.00676300
VETBNB,0.00001339
DOCKBTC,0.00000005
DOCKETH,0.00000000
POLYBTC,0.00001384
POLYBNB,0.00000000
PHXBTC,0.00000000
PHXETH,0.00000000
PHXBNB,0.00000000
HCBTC,0.00000000
HCETH,0.00000000
GOBTC,0.00000000
GOBNB,0.00000000
PAXBTC,0.00000000
PAXBNB,0.00000000
PAXUSDT,0.00000000
PAXETH,0.00000000
RVNBTC,0.00000010
DCRBTC,0.00021850
DCRBNB,0.00000000
USDCBNB,0.00000000
MITHBTC,0.00000080
MITHBNB,0.00004410
BCHABCBTC,0.00000000
BCHSVBTC,0.00000000
BCHABCUSDT,0.00000000
BCHSVUSDT,0.00000000
BNBPAX,0.00000000
BTCPAX,0.00000000
ETHPAX,0.00000000
XRPPAX,0.00000000
EOSPAX,0.00000000
XLMPAX,0.00000000
RENBTC,0.00000043
RENBNB,0.00000000
BNBTUSD,592.98000000
XRPTUSD,1.31780000
EOSTUSD,0.00000000
XLMTUSD,0.00000000
BNBUSDC,591.75000000
BTCUSDC,66910.24000000
ETHUSDC,2055.30000000
XRPUSDC,1.31710000
EOSUSDC,0.77780000
XLMUSDC,0.16440000
USDCUSDT,1.00020000
ADATUSD,0.38470000
TRXTUSD,0.05986000
NEOTUSD,0.00000000
TRXXRP,0.23950000
XZCXRP,0.00000000
PAXTUSD,0.00000000
USDCTUSD,0.00000000
USDCPAX,0.00000000
LINKUSDT,8.56000000
LINKTUSD,14.42300000
LINKPAX,0.00000000
LINKUSDC,8.56000000
WAVESUSDT,1.07600000
WAVESTUSD,0.00000000
WAVESPAX,0.00000000
WAVESUSDC,0.00000000
BCHABCTUSD,0.00000000
BCHABCPAX,0.00000000
BCHABCUSDC,0.00000000
BCHSVTUSD,0.00000000
BCHSVPAX,0.00000000
BCHSVUSDC,0.00000000
LTCTUSD,83.07000000
LTCPAX,0.00000000
LTCUSDC,52.45000000
TRXPAX,0.00000000
TRXUSDC,0.31560000
BTTBTC,0.00000000
BTTBNB,0.00000000
BTTUSDT,0.00000000
BNBUSDSOLD,0.00000000
BTCUSDSOLD,0.00000000
USDSOLDUSDT,0.00000000
USDSOLDPAX,0.00000000
USDSOLDTUSD,0.00000000
USDSOLDUSDC,0.00000000
BTTPAX,0.00000000
BTTTUSD,0.00000000
BTTUSDC,0.00000000
ONGBNB,0.00000000
ONGBTC,0.00000103
ONGUSDT,0.06838000
HOTBNB,0.00000000
HOTUSDT,0.00040900
ZILUSDT,0.00384000
ZRXBNB,0.00000000
ZRXUSDT,0.10320000
FETBNB,0.00039100
FETBTC,0.00000347
FETUSDT,0.23220000
BATUSDT,0.09570000
XMRBNB,0.33210000
XMRUSDT,118.70000000
ZECBNB,0.10260000
ZECUSDT,240.15000000
ZECPAX,0.00000000
ZECTUSD,0.00000000
ZECUSDC,240.24000000
IOSTUSDT,0.00108600
CELRBNB,0.00005294
CELRBTC,0.00000009
CELRUSDT,0.00244700
ADAPAX,0.00000000
ADAUSDC,0.23900000
NEOPAX,0.00000000
NEOUSDC,2.73500000
DASHBNB,0.11830000
DASHUSDT,30.37000000
NANOUSDT,0.00000000
OMGBNB,0.00000000
OMGUSDT,0.38300000
THETAUSDT,0.14700000
ENJUSDT,0.02161000
MITHUSDT,0.00345000
MATICBNB,0.00073400
MATICBTC,0.00000667
MATICUSDT,0.37940000
ATOMBNB,0.00739000
ATOMBTC,0.00002470
ATOMUSDT,1.64700000
ATOMUSDC,1.64500000
ATOMPAX,0.00000000
ATOMTUSD,0.00000000
ETCUSDC,7.99000000
ETCPAX,0.00000000
ETCTUSD,0.00000000
BATUSDC,0.00000000
BATPAX,0.00000000
BATTUSD,0.00000000
PHBBNB,0.00000000
PHBBTC,0.00000252
PHBUSDC,0.00000000
PHBTUSD,0.00000000
PHBPAX,0.00000000
TFUELBNB,0.00000000
TFUELBTC,0.00000016
TFUELUSDT,0.01068000
TFUELUSDC,0.00000000
TFUELTUSD,0.00000000
TFUELPAX,0.00000000
ONEBNB,0.00004537
ONEBTC,0.00000009
ONEUSDT,0.00210000
ONETUSD,0.00000000
ONEPAX,0.00000000
ONEUSDC,0.00000000
FTMBNB,0.00101440
FTMBTC,0.00000743
FTMUSDT,0.69940000
FTMTUSD,0.00000000
FTMPAX,0.00000000
FTMUSDC,0.69860000
BTCBBTC,0.00000000
BCPTTUSD,0.00000000
BCPTPAX,0.00000000
BCPTUSDC,0.00000000
ALGOBNB,0.00058250
ALGOBTC,0.00000151
ALGOUSDT,0.10160000
ALGOTUSD,0.00000000
ALGOPAX,0.00000000
ALGOUSDC,0.10160000
USDSBUSDT,0.00000000
USDSBUSDSOLD,0.00000000
GTOUSDT,0.01233000
GTOPAX,0.00000000
GTOTUSD,0.00000000
GTOUSDC,0.00000000
ERDBNB,0.00000000
ERDBTC,0.00000000
ERDUSDT,0.00000000
ERDPAX,0.00000000
ERDUSDC,0.00000000
DOGEBNB,0.00000000
DOGEBTC,0.00000134
DOGEUSDT,0.09023000
DOGEPAX,0.00000000
DOGEUSDC,0.09024000
DUSKBNB,0.00000000
DUSKBTC,0.00000176
DUSKUSDT,0.11760000
DUSKUSDC,0.00000000
DUSKPAX,0.00000000
BGBPUSDC,0.00000000
ANKRBNB,0.00008560
ANKRBTC,0.00000009
ANKRUSDT,0.00512000
ANKRTUSD,0.00000000
ANKRPAX,0.00000000
ANKRUSDC,0.00000000
ONTPAX,0.00000000
ONTUSDC,0.11868000
WINBNB,0.00000010
WINBTC,0.00000000
WINUSDT,0.00001930
WINUSDC,0.00009730
COSBNB,0.00002678
COSBTC,0.00000008
COSUSDT,0.00139200
TUSDBTUSD,0.00000000
NPXSUSDT,0.00000000
NPXSUSDC,0.00000000
COCOSBNB,0.00559000
COCOSBTC,0.00000000
COCOSUSDT,1.75460000
MTLUSDT,0.27500000
TOMOBNB,0.00000000
TOMOBTC,0.00003699
TOMOUSDT,1.38190000
TOMOUSDC,0.00000000
PERLBNB,0.00000000
PERLBTC,0.00000113
PERLUSDC,0.00000000
PERLUSDT,0.00460000
DENTUSDT,0.00017600
MFTUSDT,0.00525400
KEYUSDT,0.00125300
STORMUSDT,0.00000000
DOCKUSDT,0.00390000
WANUSDT,0.06652000
FUNUSDT,0.00127900
CVCUSDT,0.02905000
BTTTRX,0.00000000
WINTRX,0.00006150
CHZBNB,0.00005735
CHZBTC,0.00000060
CHZUSDT,0.04024000
BANDBNB,0.00000000
BANDBTC,0.00000308
BANDUSDT,0.20500000
BNBBUSD,251.80000000
BTCBUSD,42769.40000000
BUSDUSDT,1.00030000
BEAMBNB,0.00000000
BEAMBTC,0.00000716
BEAMUSDT,0.06520000
XTZBNB,0.00288300
XTZBTC,0.00000519
XTZUSDT,0.34630000
RENUSDT,0.04274000
RVNUSDT,0.00573000
HCUSDT,0.00000000
HBARBNB,0.00014716
HBARBTC,0.00000130
HBARUSDT,0.08706000
NKNBNB,0.00000000
NKNBTC,0.00000024
NKNUSDT,0.00730000
XRPBUSD,0.63450000
ETHBUSD,2281.12000000
BCHABCBUSD,0.00000000
LTCBUSD,72.37000000
LINKBUSD,14.07100000
ETCBUSD,19.03000000
STXBNB,0.00094400
STXBTC,0.00000328
STXUSDT,0.21950000
KAVABNB,0.00276000
KAVABTC,0.00000078
KAVAUSDT,0.05240000
BUSDNGN,0.00000000
BNBNGN,0.00000000
BTCNGN,99822596.00000000
ARPABNB,0.00015470
ARPABTC,0.00000016
ARPAUSDT,0.00916000
TRXBUSD,0.10329000
EOSBUSD,0.63400000
IOTXUSDT,0.00448000
RLCUSDT,0.41800000
MCOUSDT,0.00000000
XLMBUSD,0.11970000
ADABUSD,0.63740000
CTXCBNB,0.00000000
CTXCBTC,0.00000075
CTXCUSDT,0.06340000
BCHBNB,0.74410000
BCHBTC,0.00658900
BCHUSDT,441.50000000
BCHUSDC,441.50000000
BCHTUSD,322.00000000
BCHPAX,0.00000000
BCHBUSD,236.00000000
BTCRUB,3900027.00000000
ETHRUB,181477.60000000
XRPRUB,56.31000000
BNBRUB,22422.22000000
TROYBNB,0.00001060
TROYBTC,0.00000000
TROYUSDT,0.00006900
BUSDRUB,90.39000000
QTUMBUSD,2.53700000
VETBUSD,0.02120000
VITEBNB,0.00000000
VITEBTC,0.00000007
VITEUSDT,0.00086000
FTTBNB,0.00513000
FTTBTC,0.00008560
FTTUSDT,0.29360000
BTCTRY,2977497.00000000
BNBTRY,26337.00000000
BUSDTRY,29.33000000
ETHTRY,91476.00000000
XRPTRY,58.60000000
USDTTRY,44.48000000
USDTRUB,91.10000000
BTCEUR,58044.16000000
ETHEUR,1783.01000000
BNBEUR,513.26000000
XRPEUR,1.14250000
EURBUSD,1.07570000
EURUSDT,1.15310000
OGNBNB,0.00038300
OGNBTC,0.00000034
OGNUSDT,0.02058000
DREPBNB,0.00000000
DREPBTC,0.00000039
DREPUSDT,0.02560000
BULLUSDT,0.00000000
BULLBUSD,0.00000000
BEARUSDT,0.00000000
BEARBUSD,0.00000000
ETHBULLUSDT,0.00000000
ETHBULLBUSD,0.00000000
ETHBEARUSDT,0.00000000
ETHBEARBUSD,0.00000000
TCTBNB,0.00000000
TCTBTC,0.00000016
TCTUSDT,0.00312000
WRXBNB,0.00039800
WRXBTC,0.00000455
WRXUSDT,0.01730000
ICXBUSD,0.16420000
BTSUSDT,0.00540000
BTSBUSD,0.00000000
LSKUSDT,0.11900000
BNTUSDT,0.28190000
BNTBUSD,0.35990000
LTOBNB,0.00000000
LTOBTC,0.00000003
LTOUSDT,0.00380000
ATOMBUSD,11.21900000
DASHBUSD,25.83000000
NEOBUSD,6.73000000
WAVESBUSD,2.21600000
XTZBUSD,0.67100000
EOSBULLUSDT,0.00000000
EOSBULLBUSD,0.00000000
EOSBEARUSDT,0.00000000
EOSBEARBUSD,0.00000000
XRPBULLUSDT,0.00000000
XRPBULLBUSD,0.00000000
XRPBEARUSDT,0.00000000
XRPBEARBUSD,0.00000000
BATBUSD,0.17090000
ENJBUSD,0.26070000
NANOBUSD,0.00000000
ONTBUSD,0.15740000
RVNBUSD,0.01525000
STRATBUSD,0.00000000
STRATBNB,0.00000000
STRATUSDT,0.00000000
AIONBUSD,0.00000000
AIONUSDT,0.00943000
MBLBNB,0.00000000
MBLBTC,0.00000000
MBLUSDT,0.00092400
COTIBNB,0.00021230
COTIBTC,0.00000017
COTIUSDT,0.01261000
ALGOBUSD,0.20710000
BTTBUSD,0.00000000
TOMOBUSD,1.78070000
XMRBUSD,170.20000000
ZECBUSD,25.50000000
BNBBULLUSDT,0.00000000
BNBBULLBUSD,0.00000000
BNBBEARUSDT,0.00000000
BNBBEARBUSD,0.00000000
STPTBNB,0.00000000
STPTBTC,0.00000067
STPTUSDT,0.07042000
BTCZAR,1505613.00000000
ETHZAR,51704.00000000
BNBZAR,0.00000000
USDTZAR,17.05000000
BUSDZAR,18.85000000
BTCBKRW,0.00000000
ETHBKRW,0.00000000
BNBBKRW,0.00000000
WTCUSDT,0.01030000
DATABUSD,0.02344000
DATAUSDT,0.00088000
XZCUSDT,0.00000000
SOLBNB,0.13450000
SOLBTC,0.00118970
SOLUSDT,79.62000000
SOLBUSD,74.62000000
BTCIDRT,0.00
BNBIDRT,0.00
USDTIDRT,15907.00
BUSDIDRT,0.00
CTSIBTC,0.00000035
CTSIUSDT,0.02349000
CTSIBNB,0.00079830
CTSIBUSD,0.16420000
HIVEBNB,0.00000000
HIVEBTC,0.00000111
HIVEUSDT,0.05750000
CHRBNB,0.00043770
CHRBTC,0.00000056
CHRUSDT,0.01530000
BTCUPUSDT,16.60000000
BTCDOWNUSDT,0.00118500
GXSUSDT,0.00000000
ARDRUSDT,0.04317000
ERDBUSD,0.00000000
LENDUSDT,0.00000000
HBARBUSD,0.06020000
MATICBUSD,0.86590000
WRXBUSD,0.11050000
ZILBUSD,0.01583000
MDTBNB,0.00000000
MDTBTC,0.00000030
MDTUSDT,0.00842000
STMXBTC,0.00000016
STMXETH,0.00000292
STMXUSDT,0.00456500
KNCBUSD,0.63700000
KNCUSDT,0.13500000
REPBUSD,0.00000000
REPUSDT,4.73000000
LRCBUSD,0.17280000
LRCUSDT,0.01879000
IQBNB,0.00000000
IQBUSD,0.00502000
PNTBTC,0.00000864
PNTUSDT,0.03500000
BTCGBP,35986.75000000
ETHGBP,1974.32000000
XRPGBP,0.52570000
BNBGBP,267.40000000
GBPBUSD,1.23900000
DGBBTC,0.00000009
DGBBUSD,0.00632000
BTCUAH,4083721.00000000
USDTUAH,45.47000000
COMPBTC,0.00026800
COMPBNB,0.00000000
COMPBUSD,45.79000000
COMPUSDT,16.50000000
BTCBIDR,1042508253.00
ETHBIDR,47041943.00
BNBBIDR,3335250.00
BUSDBIDR,15559.00
USDTBIDR,15980.00
BKRWUSDT,0.00000000
BKRWBUSD,0.00000000
SCUSDT,0.00090800
ZENUSDT,5.34800000
SXPBTC,0.00000075
SXPBNB,0.00044000
SXPBUSD,0.37210000
SNXBTC,0.00000445
SNXBNB,0.01057000
SNXBUSD,1.93600000
SNXUSDT,0.28000000
ETHUPUSDT,11.65100000
ETHDOWNUSDT,0.04570000
ADAUPUSDT,0.10400000
ADADOWNUSDT,0.00191700
LINKUPUSDT,0.00608000
LINKDOWNUSDT,0.00089500
VTHOBNB,0.00000000
VTHOBUSD,0.00000000
VTHOUSDT,0.00055400
DCRBUSD,0.00000000
DGBUSDT,0.00402000
GBPUSDT,1.18000000
STORJBUSD,0.23710000
SXPUSDT,0.00220000
IRISBNB,0.00000000
IRISBTC,0.00000014
IRISBUSD,0.00000000
MKRBNB,0.00000000
MKRBTC,0.01581000
MKRUSDT,1813.70000000
MKRBUSD,1293.00000000
DAIBNB,0.00000000
DAIBTC,0.00000000
DAIUSDT,0.00000000
DAIBUSD,0.00000000
RUNEBNB,0.00188500
RUNEBTC,0.00000602
RUNEBUSD,5.46200000
MANABUSD,0.43880000
DOGEBUSD,0.09742000
LENDBUSD,0.00000000
ZRXBUSD,0.16890000
DCRUSDT,20.11000000
STORJUSDT,0.09300000
XRPBKRW,0.00000000
ADABKRW,0.00000000
BTCAUD,37210.08000000
ETHAUD,2565.09000000
AUDBUSD,0.72550000
FIOBNB,0.00000000
FIOBTC,0.00000012
FIOBUSD,0.01922000
BNBUPUSDT,61.80000000
BNBDOWNUSDT,0.00215100
XTZUPUSDT,0.00000000
XTZDOWNUSDT,0.00000000
AVABNB,0.00000000
AVABTC,0.00000284
AVABUSD,0.47000000
USDTBKRW,0.00000000
BUSDBKRW,0.00000000
IOTABUSD,0.14310000
MANAUSDT,0.08650000
XRPAUD,0.70000000
BNBAUD,421.10000000
AUDUSDT,0.72520000
BALBNB,0.00000000
BALBTC,0.00003122
BALBUSD,3.15000000
YFIBNB,0.00000000
YFIBTC,0.03781000
YFIBUSD,5325.00000000
YFIUSDT,2398.00000000
BLZBUSD,0.05530000
KMDBUSD,0.00000000
BALUSDT,0.96700000
BLZUSDT,0.05820000
IRISUSDT,0.00521000
KMDUSDT,0.01630000
BTCDAI,66906.14000000
ETHDAI,2052.15000000
BNBDAI,561.90000000
USDTDAI,1.00010000
BUSDDAI,1.00000000
JSTBNB,0.00000000
JSTBTC,0.00000098
JSTBUSD,0.02103000
JSTUSDT,0.06495000
SRMBNB,0.00084000
SRMBTC,0.00001523
SRMBUSD,0.03530000
SRMUSDT,0.24442000
ANTBNB,0.01764000
ANTBTC,0.00014320
ANTBUSD,4.30300000
ANTUSDT,7.40700000
CRVBNB,0.00000000
CRVBTC,0.00000315
CRVBUSD,0.50410000
CRVUSDT,0.21050000
SANDBNB,0.00066800
SANDBTC,0.00000113
SANDUSDT,0.07490000
SANDBUSD,0.32610000
OCEANBNB,0.00104400
OCEANBTC,0.00000964
OCEANBUSD,0.28480000
OCEANUSDT,0.61230000
NMRBTC,0.00010610
NMRBUSD,11.43000000
NMRUSDT,7.51000000
DOTBNB,0.00206600
DOTBTC,0.00001832
DOTBUSD,7.37300000
DOTUSDT,1.22500000
LUNABNB,0.00000000
LUNABTC,0.00000000
LUNABUSD,0.94420000
LUNAUSDT,0.05430000
IDEXBTC,0.00000035
IDEXBUSD,0.04879000
RSRBNB,0.00000852
RSRBTC,0.00000000
RSRBUSD,0.00184000
RSRUSDT,0.00147200
PAXGBNB,6.46900000
PAXGBTC,0.06936000
PAXGBUSD,1941.00000000
PAXGUSDT,4636.51000000
WNXMBNB,0.00000000
WNXMBTC,0.00000000
WNXMBUSD,0.00000000
WNXMUSDT,73.26000000
TRBBNB,0.00000000
TRBBTC,0.00022700
TRBBUSD,90.12000000
TRBUSDT,14.73000000
ETHNGN,0.00000000
DOTBIDR,72297.00
LINKAUD,7.98600000
SXPAUD,0.00000000
BZRXBNB,0.00000000
BZRXBTC,0.00000000
BZRXBUSD,0.00000000
BZRXUSDT,0.00000000
WBTCBTC,0.99850000
WBTCETH,32.52000000
SUSHIBNB,0.00269800
SUSHIBTC,0.00000297
SUSHIBUSD,0.56600000
SUSHIUSDT,0.18790000
YFIIBNB,0.00000000
YFIIBTC,0.07249000
YFIIBUSD,0.00000000
YFIIUSDT,435.50000000
KSMBNB,0.09080000
KSMBTC,0.00006900
KSMBUSD,18.87000000
KSMUSDT,4.17000000
EGLDBNB,0.00666000
EGLDBTC,0.00005560
EGLDBUSD,41.53000000
EGLDUSDT,3.72000000
DIABNB,0.00000000
DIABTC,0.00000285
DIABUSD,0.23840000
DIAUSDT,0.16820000
RUNEUSDT,0.40300000
FIOUSDT,0.00641000
UMABTC,0.00000875
UMAUSDT,0.39800000
EOSUPUSDT,0.00000000
EOSDOWNUSDT,0.00000000
TRXUPUSDT,0.03854000
TRXDOWNUSDT,1.13900000
XRPUPUSDT,0.08550000
XRPDOWNUSDT,0.00008172
DOTUPUSDT,0.09600000
DOTDOWNUSDT,16.73700000
SRMBIDR,0.00
ONEBIDR,0.00
LINKTRY,381.20000000
USDTNGN,1518.40000000
BELBNB,0.00253800
BELBTC,0.00000150
BELBUSD,0.53560000
BELUSDT,0.09920000
WINGBNB,0.00000000
WINGBTC,0.00010930
SWRVBNB,0.00000000
SWRVBUSD,0.00000000
WINGBUSD,5.79000000
WINGUSDT,0.32600000
LTCUPUSDT,0.00000000
